Title,Жанры,Страна,Год выпуска,Продолжительность,Режиссер,Качество видео,Формат видео,Субтитры,Тип,Статус,Размер,Скачан
,"триллер, криминальная драма",Япония,1976,2.129166666666667,Дзюнья Сато / Junya Sato,,,нет,обычная,проверено,3.44,494 
,"фэнтези, боевик, приключения",Северная Корея,1986,1.7422222222222221,"Ким Гир-ин, Щин Сан-ок / Kim Gil-in, Shin Sang-ok",DVDRip-AVC ,MKV,нет,обычная,проверено,1.46,2877
,"комедия, боевик, криминал",Гонконг,1985,1.4552777777777777,"Джеки Чан / Jackie Chan, Чи-Хва Чен / Chi-Hwa Chen",BDRip,AVI,нет,обычная,проверено,1.58,1296
,Комедийный боевик,Гонконг,1992,1.5174999999999998,Стэнли Тун / Stanley Tong,BDRip [Police Story 3.Supercop.1992.BDRemux.mkv 13.94 GB],AVI,нет,обычная,проверено,1.44,483 
,"комедия, боевик, криминал",Гонконг,,1.5866666666666667,,DVDRip,,нет,обычная,проверено,1.47,4857
,,,2002,0,,,,,обычная,проверено,2.18,14917
,,,,0,,,,,обычная,проверено,2.18,17622 
,,,,0,,,,,обычная,проверено,2.18,17951
,,,,0,,,,,обычная,проверено,2.18,2370
,"детектив, экшн",Южная Корея,2013,1.983611111111111,"Чо Ый Сок / Jo Eui-seok, Ким Бён Со / Kim Byeong-seo",,avi,,обычная,проверено,2.18,3052 
,"боевик, драма",Китай,2023,2.1286111111111112,,WEB-DLRip-AVC,MKV,нет,обычная,проверено,2.18,1863 
"  / The Way of the Dragon / Meng long guo jiang (  / Bruce Lee) [1972, , , , , , , BDRip] MVO () + MVO () + Sub (Rus)","Боевик, Триллер, Комедия, Драма, Криминал",Гонконг,1972,1.6444444444444446,Брюс Ли / Bruce Lee,BDRip,AVI,русские (отдельно),обычная,проверено,1.46,18057
"  / The Flowers of War / Jin líng shí san chai (  / Yimou Zhang) [2011, , , , , , BDRip-AVC] Dub + Original + Sub (Rus, Eng)",,"Китай, Гонконг",,0,,,,"русские форсированные, русские, английские ",обычная,проверено,1.46,29560
,Боевые искусства,Гонконг,1997,1.4852777777777777,Донни Йен,,,,обычная,проверено,0.69130859375,8705
,боевые искусства,Гонконг,1979,1.5377777777777777,,DVDRip - ,AVI,нет,обычная,проверено,0.72666015625,945
"   / Hong Kil-dong ( -,  - / Kim Gil-in, Shin Sang-ok) [1986,  , , , ,) + Sub Rus","боевые искусства, фэнтези",Корея Северная,1986,1.7422222222222221,"Ким Гир-ин, Щин Сан-ок / Kim Gil-in, Shin Sang-ok",,,,обычная,проверено,1.46,8214
,Боевик,Северная Корея,1986,1.5327777777777778,"Ким Гир-ин, Щин Сан-ок / Kim Gil-in, Shin Sang-ok",,,,обычная,проверено,1.45,13827
,"боевик, трагедия, научная фантастика, саспенс",Китай,2019,1.7838888888888889,Хуа-Тао Тенг / Hua-Tao Teng,WEB-DLRip-AVC - ,MKV,,обычная,проверено,2.06,1785
,"боевик, триллер, драма, криминал",Гонконг,1971,1.6611111111111112,"Вэй Ло / Wei Lo, У Цзясян / Jiaxiang Wu",HDRip ,AVI,нет,обычная,проверено,1.46,12524 
,мелодрама,Япония,1951,2.045,,DVDRip,AVI,,обычная,проверено,1.72,142 
,"боевик, триллер, криминал",Южная Корея,2020,1.7969444444444445,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,5472 
,"фантастика, комедия, приключения",Южная Корея,2021,2.2972222222222225,,WEB-DLRip,AVI,"русские (Netflix), английские",обычная,проверено,2.18,23606
,Боевик,Гонконг,1984,1.6505555555555556,Chang Hsin Yen,,,,обычная,проверено,1.37,6610
"  / Shaolin Si (Chang Hsin Yen) [1982, , , DVDRip]",Боевик,Гонконг,1982,1.5272222222222223,Chang Hsin Yen,,,,обычная,проверено,1.37,9821
,"драма, комедия",Гонконг,1989,2.105277777777778,,,AVI,нет,обычная,проверено,2.64,2789
,"боевик, триллер",Индонезия,,1.5125,,DVDRip,,нет,обычная,проверено,1.47,703 
,"история, триллер, детектив, драма",Китай,2023,2.649722222222222,,WEBRip,AVI,"английские, китайские (hardsub)",обычная,проверено,1.46,1363 
"  2:   / -он 2 / Lady Dragon 2: Angel of Fury (Дэвид Уорт / David Worth) [1993, Индонезия, Боевик, DVDRip] VO (""American Video"") 2 / Lady Dragon 2: Angel of Fury (  / David Worth) [1993, , , DVDRip] VO (""America",Боевик,Индонезия,1993,1.5352777777777777,Дэвид Уорт / David Worth,DVDRip,AVI,нет,обычная,проверено,1.37,580
"  / Little Forest / Liteul poreseuteu ( - / Im Soon-rye) [2018,  , Watermelon Pictures Co., Ltd., , WEB-DLRip] MVO ( ) + DVO (STEPonee) + Sub Eng + Original Kor",Драма,"Южная Корея, Watermelon Pictures Co., Ltd.",2018,1.7275,Им Сун-ре / Im Soon-rye,WEB-DLRip,AVI,английские,обычная,проверено,1.6,1785
"  / Lady Dragon (  / David Worth) [1992, , , , DVDRip] DVO ( ) + AVO ()","боевик, драма",США,1992,1.6175,Дэвид Уорт / David Worth,DVDRip ,AVI,нет,обычная,проверено,1.49,904 
,"для взрослых, драма",Гонконг,2011,1.8816666666666668,Кристофер Сунь Лэп Ки / Christopher Sun Lap Key,"BDRip, источник Blu-Ray: ",AVI,нет,обычная,проверено,1.46,10949
,"Драма, комедия, исторические приключения",Южная Корея,2012,2.190833333333333,Чу Чан Мин / Chang-min Choo,,MKV,,обычная,проверено,1.47,8376
" /  : ,   / Masquerade / Gwanghae, Wangyidoen namja (   / Chang-min Choo) [2012,  , , ,  приключения, DVDRip] DVO + Original + Sub,","Драма, комедия, исторические приключения",Южная Корея,2012,2.1911111111111112,Чу Чан Мин / Chang-min Choo,,AVI,,обычная,проверено,2.18,3462 
,"драма, триллер, детектив, криминал",Южная Корея,,2.1855555555555553,Джун-хо Бон /,,,,обычная,проверено,1.46,55742 
":   / Gunhamdo / The Battleship Island ( - / Ryoo Seung-Wan) [2017,  , , , , , BDRip] Dub","военный, драма, боевик, история",Южная Корея,2017,2.5211111111111113,,,AVI,нет,обычная,проверено,2.18,389
"  /   / Night Flight / Ya-gan-bi-ha    / Lee Song Hee Il) [2014,  , , , -, HDTVRip-AVC]","драма, школа, гей-тема",Южная Корея,2014,2.229722222222222,Ли Сон Хи Иль / Lee Song Hee Il,HDTVRip,,,обычная,временная,2.3,1290
" : ,  / Little Forest: Summer & Autumn (  / Mori Junichi) [2014, , , BDRip] Sub Rus, Eng + Original Jpn",драма,Япония,2014,1.883888888888889,,,AVI,"русские, английские",обычная,проверено,1.46,1390
,"боевик, комедия, боевые искусства",Южная Корея,2001,1.7897222222222224,Чо Джин-Ку / Jin-gyu Cho,DVDRip (исходник - ,AVI,нет,обычная,проверено,1.45,5640
" / Gui si (-  / Chao-Bin Su) [2006, , , , , , DVDRip-AVC] MVO (R5) + Original + Sub","ужасы, фантастика, триллер, драма",Тайвань,2006,0,Чау-Бин Су / Chao-Bin Su,DVDRip-AVC,MKV,русские,обычная,проверено,1.45,3807
,"боевик, драма",Китай,2020,1.6900000000000002,Цзян Цзинчжун / Jiang Jingzhong,WEB-DLRip,AVI,нет,обычная,проверено,1.46,553 
"  /  / Geomgaek / Geom-gaek / The Swordsman ( - / Choi Jae-hoon) [2020,  , , боевик, BDRip] Dub (Akimbo Production) + Sub Rus + Original Kor, BDRip] Dub (Akimbo Production) + Sub Rus + Original Kor","исторический, боевик",Южная Корея,2020,1.6777777777777778,,,AVI,"русские, английские",обычная,проверено,1.77,2253 
" :   / Death on the Mountain / Kuroi gashu: Aru sonan (  / Toshio Sugie) [1961, , , , DVDRip] + Sub Rus","драма, триллер",Япония,1961,1.448888888888889,,DVDRip,AVI,,обычная,проверено,1.38,408
,"Драма, криминал",Южная Корея,2008,1.8797222222222223,Чан Хун / Jang Hoon,DVDRip,AVI,нет,обычная,проверено,1.37,5999
,Комедия,Южная Корея,1999,1.8508333333333333,Ким Сан Чжин / Kim Sang-Jin,,,,обычная,проверено,0.6869140625,2654 
"   2 /   2 / Inspector Wears Skirts 2 / Shen yong fei hu ba wang hua (  / Wellson Chin) [1989, , , , DVDRip] VO () + Original + Rus Sub","Комедия, Боевик",Гонконг,1989,1.5341666666666667,Уэллсон Чин / Wellson Chin,DVDRip / ,AVI,русские,обычная,проверено,1.44,1587
,"фэнтези, комедия",Гонконг,1991,1.5358333333333334,Билли Чан / Billy Chan,DVDRip,AVI,нет,обычная,проверено,1.37,16262 
",     4 /  ()  / The Gods Must Be Crazy IV / Heung Gong wun fung kwong / Crazy Hong Kong (  / Wellson Chin) [1993, , , , ) + AVO ()","комедия, приключения",,1993,1.5072222222222222,Уэллсон Чин / Wellson Chin,DVDRip,AVI,нет,обычная,проверено,1.45,9703 
", ,    4 /   /   / Heung Gong wun fung kwong / The Gods Must Be Crazy IV / Crazy Hong Kong (  / Wellson Chin) [1993, , , , ) + Original Eng","комедия, приключения",Гонконг,1993,1.5072222222222222,Уэллсон Чин / Wellson Chin,DVDRip,AVI,нет,обычная,проверено,1.44,799
"  / Space Battleship Yamato (  / Takashi Yamazaki) [2010, , , , , ,","фантастика, боевик, драма, приключения",Япония,2010,2.3072222222222223,Такаши Ямазаки / Takashi Yamazaki,BDRip (Исходник: ,AVI,нет,обычная,проверено,1.45,32108
"    /   /  / Miracles / Qi ji (  / Jackie Chan) [1989, , , , , , DVDRip] [я версия] DVO (REN-TV / ТНТ) + DVO (Екатеринбург Арт / М1) + AVO (Дольский) ] DVO (REN-TV / ) + DVO (г Арт / М1) + AVO (Дольский)  / 1) + AVO ()","боевик, драма, комедия, криминал",Гонконг,,1.7719444444444443,,DVDRip,,нет,обычная,проверено,1.62,968
" / Manyeo / The Witch: Part 1 - The Subversion ( - / Hoon-jung Park) [2018,  , , , , HDRip] 2  MVO (Bonsai Studio; HDrezka Studio) + Sub Rus, Eng, Zho + Original Kor","Боевик, триллер, фантастика",Южная Корея,2018,2.0947222222222224,Пак Хун-джон / Hoon-jung Park,HDRip,AVI,"Английские, русские (forced и full), китайские",обычная,проверено,2.45,7542 
"- / Jung E / JUNG E ( - /    / Sang-ho Yeon / Yeon Sang-ho) [2023,  , , , WEB-DLRip] MVO (TVShows)","фантастика, боевик",Южная Корея,2023,1.6625,Ён Сан-хо / Сан Хо Ён / Sang-ho Yeon / Yeon Sang-ho,WEB-DLRip,AVI,нет,обычная,проверено,1.46,2630
" /  / Diner / Diner Dainâ (  / Mika Ninagawa) [2019, , , , , BDRip] AVO (. ) + Sub Rus, Eng + Original Jpn","криминал, драма, боевик",Япония,2019,1.9575,Мика Нинагава / Mika Ninagawa,BDRip (исходник: ,AVI,"английские, русские (",обычная,проверено,2.18,282 
"    / Finding Mr. Destiny / Kim Jong-wook Chat-gi (   / Jang Yoo-jeong) [2010,  , я комедия, HDTVRip] DVO + Original + Sub , HDTVRip] DVO + Original + Sub",Романтическая комедия,Южная Корея,2010,1.8611111111111112,Чан Ю Чжон / Jang Yoo-jeong,,,,обычная,проверено,1.47,6803 
,Детектив,Китай,1987,1.3030555555555556,Эрцзи Гуаньбудао / Erji Guangbudao,DVDRip,AVI,нет,обычная,сомнительно,0.93076171875,1559
,"драма, детектив",Япония,2022,2.035555555555556,,HDRip-AVC,MKV,английские,обычная,проверено,2.48,647
,"боевик, драма",Гонконг,1994,1.721111111111111,Гордон Чан / Gordon Chan,BDRip-AVC | ,,"Русские (форсированные + полные - Zuluz + полные - se-nat), English (full + full SDH)",обычная,проверено,4.02,2323 
"  /   / Seumateupone - / Kim Tae-joon) [2023,  , , , , WEB-DLRip] MVO (TVShows)","триллер, детектив, криминал",Корея Южная,2023,1.9619444444444445,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,2265
" ,   /  ,  дракон / Crouching Tiger, Hidden Dragon / Wo hu cang long (Энг Ли / Ang Lee) [2000, Тайвань, Гонконг, США, Китай, боевик, драма, мелодрама, BDRip] MVO (CEE) + Original Chi + Sub / Crouching Tiger, Hidden Dragon / Wo hu cang long (  / Ang Lee) [2000, , , , , , , , BDRip] MVO (CEE) + Original Chi + Sub",,,2000,0,,,,,обычная,проверено,2.18,16765
,"боевик, драма, военный",Китай,2015,1.5008333333333332,Ву Джин / Wu Jing,HDRip,AVI,нет,обычная,проверено,0.72978515625,2401
,"детектив, триллер, драма",Корея Южная,2018,2.470277777777778,Ли Чхан-дон / Lee Chang-dong,BDRip-AVC | Исходник: Beoning.aka.Burning.2018.1080p.BluRay.Remux.AVC.DTS-HD.MA.5.1-ALiEN,MKV,русские (полные),обычная,проверено,1.46,2900
,"ужасы, фэнтези","Таиланд, Корея Южная",2021,2.182777777777778,Банйонг Писантханакун / Banjong Pisanthanakun,BDRip | ,AVI,нет,обычная,проверено,1.46,1055
,"Восточные единоборства,Боевик, Драма",Япония,1975,0,Кадзухико Ямагути /Kazuhiko Yamaguchi/,,,,обычная,проверено,1.37,9208
,"Фантастика, боевик, комедия, приключения",Япония,2016,1.9494444444444445,Эйитиро Хасуми / Eiichiro Hasumi,BDRip,AVI,английские,обычная,проверено,2.18,1186
,боевик,Гонконг,1995,1.771111111111111,Гордон Чэнь Цзяшан / Gordon Chan,DVDRip-AVC,MKV,русские,обычная,проверено,3.24,3619
,Драма,Китай,2003,1.4105555555555556,Улань Тана / Wulan Tana,DVDRip,AVI,нет,обычная,проверено,1.37,1557
,,,,0,,,,,обычная,проверено,1.44,1671
,Ужасы,Гонконг,2013,1.8794444444444445,"Фрут Чан / Fruit Chan, Чи-Нгай Ли / Chi-Ngai Lee, Саймон Ям / Simon Yam",HDRip,AVI,"Русские, английские",обычная,проверено,2.05,601
,"фантастика, приключения",,1963,1.5944444444444446,Исиро (Иширо) Хонда / Ishirô (Ishiro) Honda,DVDRip,AVI,,обычная,проверено,1.76,850
" /  / Goksung / The Wailing ( - / Na Hong-jin) [2016,  , , , BDRip] DVO (DeadSno, den904) + Original (Kor) + Sub (Rus, Eng)","триллер, драма",Южная Корея,2016,2.602222222222222,,,AVI,"русские, английские",обычная,проверено,2.92,10193 
,"фантастика, боевик",Китай,2023,2.888611111111111,,WEB-DLRip-AVC,MKV,английские,обычная,проверено,2.54,2462 
,"Боевик, комедия",Гонконг,1998,0,Вэй Танг / Wei Tung,,,,обычная,проверено,1.37,6383 
,драма,Япония,2017,1.416111111111111,Рютаро Накагава / Ryutaro Nakagawa,SATRip,AVI,нет,обычная,проверено,1.37,816
"   / A Good Lawyer's Wife (   / Im Sang Soo) [2003,  , , , DVDRip] VO GREEN TEA","Драма, эротика",Южная Корея,2003,1.7855555555555556,Им Сан Су / Im Sang Soo,DVDRip,AVI,нет,обычная,проверено,1.12,4165
,"триллер, криминал, драма",Корея Южная,2020,1.8127777777777778,,HDRip,AVI,нет,обычная,проверено,1.46,4648
,"военный, биография, боевик, история",Южная Корея,2022,2.1652777777777774,Ким Хан-мин / Han-min Kim,HDRip,AVI,русские (forced),обычная,проверено,2.18,321
,ужасы,Корея,1999,1.7674999999999998,Донг-бин Ким / Dong-bin Kim,DVDRip,AVI,нет,обычная,проверено,0.7302734375,1369
" / Pulgasari (  ) [1985,   (), , , , DVDRip]","фэнтези, драма, триллер",Северная Корея,1985,1.5869444444444445,Син Сан Ок,,,,обычная,проверено,0.708203125,2276
,"боевик, приключения, драма",Япония,1966,1.3802777777777777,Токузо Танака / Tokuzo Tanaka,HDRip,AVI,английские ,обычная,проверено,1.47,547
,"боевик, приключения, драма",Япония,1965,1.4572222222222222,Кэндзи Мисуми / Kenji Misumi,HDRip,AVI,английские,обычная,проверено,1.7,692 
,"боевик, комедия, криминал, боевые искусства",Гонконг,1983,1.803611111111111,Саммо Хунг Кам-Бо / Sammo Hung Kam-Bo,BDRip ,,,обычная,проверено,2.06,6786
,"комедия, триллер, криминал",Япония,2015,1.468888888888889,,WEB-DLRip,AVI,нет,обычная,проверено,1.09,225
,драма,Япония,1988,2.0069444444444446,,DVDRip,AVI,,обычная,проверено,1.43,460
,,,1978,0,,,,,обычная,проверено,2.18,6924 
"     / Barking Dogs Never Bite / Flandersui gae ( - / Bong Joon-ho) [2000,  ,   / я, BDRip] Dub (Акимбо Продакшн), BDRip] Dub ( )",черная комедия / трагикомендия,Южная Корея,2000,1.838611111111111,Пон Чжун-хо / Bong Joon-ho,BDRip,AVI,нет,обычная,проверено,1.46,1787
,"Фантастика, Ужасы",Япония,1971,1.4194444444444445,Ёсимицу Банно / Yoshimitsu Banno,,,,обычная,проверено,0.72607421875,4227
,драма,Япония,2014,1.8841666666666665,,BDRip-AVC /,MKV,"английские, русские",обычная,проверено,2.52,132 
,боевик,Гонконг,1981,1.2583333333333333,"Ши Чен / Shi Chen, Тони Лю / Tony Liu",VHSRip,MPG,нет,обычная,проверено,3.32,119
,мелодрама,Япония,1962,1.458888888888889,,DVDRip,AVI,русские,обычная,проверено,1.37,844 
,"боевик, военный, история",Южная Корея,2018,2.2694444444444444,Ким Гван-щик / Kim Gwang-shik,WEBRip,AVI,"русские, корейские (hardsub) на китайскую речь",обычная,проверено,1.46,3489
,"ужасы, комедия",Таиланд,1940,0.19916666666666666,Содсри Пхакдиджит / Sodsri Phakdeechit,WEBRip-AVC,MKV,нет,обычная,сомнительно,0.454296875,85
,,,,0,,,,,обычная,проверено,1.51,1077
"  /   / Shôgun Iemitsu no ranshin - Gekitotsu (  /  ) [1989, , , , ,, DVDRip] VO","боевик, драма, приключения, история",Япония,1989,1.8591666666666666,Ясуо Фурухата / Ясуо Фурухата,DVDRip,AVI,нет,обычная,проверено,1.46,1745
,"триллер, драма, криминал",Южная Корея,2010,2.343055555555556,Хонг-джин На / Hong-jin Na,HDRip,AVI,нет,обычная,проверено,1.45,13682 
,,,,0,,,,,обычная,проверено,1.38,11943 
,"детектив, криминал, драма, триллер",Корея Южная,2003,2.1855555555555553,,,,нет,обычная,проверено,1.46,19886
,"Приключения, боевик",Гонконг,1991,2.231666666666667,Цуй Харк / Tsui Hark,HDRip,AVI,нет,обычная,проверено,2.16,1373 
"   2 / Wong Fei Hung II: Nam yee tung chi keung / Once Upon A Time In China 2 (  / Tsui Hark) [1992, , ,, BDRip] AVO ( ) + Original Chi","Приключения, боевик",Гонконг,1992,1.8697222222222223,Цуй Харк / Tsui Hark,BDRip,AVI,нет,обычная,проверено,2.01,769
,"боевые искусства, исторический",Гонконг,1993,1.8633333333333333,Цуй Харк / Hark Tsui,DVDRip-AVC,MKV,нет,обычная,проверено,1.47,78
,Драма,Гонконг,1997,1.4627777777777777,Йи-хунг Лин / Yee-Hung Lam,DVDRip,AVI,"английские, русские",обычная,проверено,1.47,1051
,боевик,,2013,1.7525000000000002,,,,нет,обычная,проверено,1.46,11198
,мелодрама,Япония,1972,1.998888888888889,,DVDRip,AVI,,обычная,проверено,1.47,1411
,"драма, криминал",Япония,2017,1.7458333333333333,Такеши Китано / Takeshi Kitano,BDRip-AVC / ,MKV,нет,обычная,проверено,1.39,6089
"   / The Wife of Seishu Hanaoka / Hanaoka Seishu no tsuma (  / Yasuzo Masumura) [1967, , , DVDRip] (Rus) (Eng) + Sub",драма,Япония,1967,1.6497222222222223,,DVDRip,AVI,,обычная,проверено,1.45,615
,Драма,Япония,1965,1.5530555555555556,Ясудзо Масумура / Yasuzo Masumura,DVDRip / ,AVI,нет,обычная,проверено,1.45,640
,"триллер, драма",Япония,1964,1.5541666666666667,,DVDRip,AVI,русские,обычная,проверено,1.46,459
,мелодрама,Япония,1957,1.4691666666666667,,DVDRip,AVI,,обычная,проверено,1.23,515
,"триллер, ужасы",Япония,1969,0,Ясудзо Масумура / Yasuzo Masumura,DVDRip,avi,,обычная,проверено,0.75107421875,699
,драма,Япония,1966,1.5852777777777776,,DVDRip,AVI,,обычная,проверено,0.809375,584 
,триллер,,2013,2.254166666666667,,HDRip,AVI (XviD),нет,обычная,проверено,1.37,16770
" /   / Fukushima 50 (  / Setsuro Wakamatsu) [2020, , , , , , BDRip] Dub (iTunes)","драма, биография, история","Япония, Гонконг",2020,2.011111111111111,,BDRip | ,AVI,нет,обычная,проверено,1.46,2315
,,,,0,,,,,обычная,проверено,1.47,3544 
,драма,Япония,1978,1.8755555555555554,,DVDRip,AVI,,обычная,проверено,1.28,660
,"драма, мелодрама",Япония,2021,2.0266666666666664,,,,"русские, английские (полные, отдельно, srt)",обычная,проверено,1.82,4414
"     / Ride or die / 彼女 (  / Ryuichi Hiroki) [2021, , , , WEB-DLRip] + Sub Rus, Jpn + Original Jpn","Мелодрама, криминал",Япония,2021,2.3822222222222225,Рюичи Хироки / Ryuichi Hiroki,WEB-DLRip,MKV,русские,обычная,проверено,2.1,526
,триллер,Южная Корея,2008,1.998888888888889,Хонг-джин На /Hong-jin Na,HDRip ,AVI,нет,обычная,проверено,1.46,2909
,"боевик, боевые искусства",Гонконг,1992,1.6047222222222222,Йиу Тин Хунг / Yiu Tin-Hung,DVDRip,,,обычная,проверено,1.36,799
,,,,0,,,,,обычная,проверено,0.78115234375,3202 
,,,,0,,,,,обычная,проверено,2.19,7029
,"комедия, фантастика, семейный, музыка",Китай,2023,2.2644444444444445,,WEB-DLRip-AVC,MKV,"русские (forced, full), английские, китайские",обычная,проверено,2.48,122 
,"мелодрама, комедия",Япония,1950,1.5538888888888889,,DVDRip,AVI,,обычная,проверено,1.47,517
,"комедия, мелодрама",Япония,2006,1.656388888888889,Исикава Китадзи / Kitaji Ishikawa,,,,обычная,проверено,1.5,6489
,"военный, драма, экранизация",Южная Корея,1990,2.6472222222222226,Чжи-Ен Жонг / Ji-yeong Jeong,DVDRip,AVI,нет,обычная,проверено,2.06,690
,драма,Япония,2004,1.8397222222222223,,DVDRip,AVI,,обычная,проверено,1.37,535
,"драма, эротика",Южная Корея,2003,1.7791666666666666,Лим Сан Су / Im Sang Soo,DVDRip,AVI,нет,обычная,проверено,0.73115234375,2624 
,"драма, мелодрама",Япония,1951,1.3891666666666667,Микио Нарусэ / Mikio Naruse,SATRip-AVC,MKV,нет,обычная,проверено,1.46,77
,"боевик, триллер, драма, криминал",Гонконг,1989,2.0694444444444446,Джон Ву / John Woo,,,,обычная,проверено,2.01,2512
,"драма, криминал",Южная Корея,1991,1.7016666666666667,Им Квон Тхэк / Im Kwon-taek,DVDRip (DVD5),AVI,нет,обычная,проверено,1.47,732 
,"Драма, саспенс, криминал",Китай,2018,1.5091666666666665,Хэ Ли / He Li,WEB-DL,MKV,,обычная,временная,2.01,798
,"Драма, биография",Китай,2018,1.9377777777777778,Вэнь Муе / Wen Muye,HDRip,AVI,"английские, русские (",обычная,проверено,1.83,1001
,,Гонконг,,0,,,,,обычная,проверено,2.18,24881
,боевые искусства,Гонконг,2010,1.6616666666666666,Херман Яу / Herman Yau,HDRip [источник BDRip 1080p - ,AVI,нет,обычная,проверено,1.36,7139
,"боевик, комедия","Гонконг, Испания",1984,1.8088888888888888,Саммо Хунг Кам-Бо / Sammo Hung Kam-Bo,BDRip ,AVI,нет,обычная,проверено,1.46,25897
,драма,Япония,2006,0,Takashi Koizumi/Такаши Коидзуми,,,,обычная,проверено,2.06,2683 
,"ужасы, кайдан",Япония,1959,0,Нобуо Накагава / Nobuo Nakagawa,,,,обычная,проверено,0.728125,1833 
,Драма,Япония,2005,1.893611111111111,Тойода Тосиаки / Toshiaki Toyoda,BDRip,AVI,английские,обычная,проверено,2.18,162 
" / Tenten / Adrift in Tokyo (  / Satoshi Miki) [2007, , ть, комедия, DVDRip] Sub rus, , DVDRip] Sub rus","Повседневность, комедия",Япония,2007,1.6825,Сатоси Мики / Satoshi Miki,DVDRip,AVI,русские,обычная,проверено,1.46,2890
,"ужасы, мистика",Япония,2005,1.9119444444444444,Кодзи Сираиси / Kôji Shiraishi,DVDRip,AVI,нет,обычная,сомнительно,2.02,3689
,эротический триллер,Япония,1991,0.9958333333333333,Хисаясу Сато / Hisayasu Sato,DVDRip Отсюда ,AVI,нет,обычная,проверено,0.75546875,1371
,"Биография, драма",Япония,2010,1.7766666666666666,Ючи Онума / Yuchi Onuma,DVDRip,AVI,Нет,обычная,проверено,1.32,1892 
,"фантастика, боевик, ужасы, треш",Япония,2009,1.3755555555555554,Кенго Кадзи / Kengo Kaji,HDRip ,AVI,нет,обычная,проверено,0.7298828125,764 
,,,,1.2388888888888887,,,,,обычная,проверено,0.6806640625,800
,"детектив, триллер, драма",Япония,1978,2.3175000000000003,,DVDRip,AVI,русские,обычная,проверено,1.47,1618
,"Ужасы, драма",Япония,2003,1.8669444444444445,Тэцуо Синохара / Tetsuo Shinohara,WEB-DLRip,AVI,английские,обычная,проверено,1.64,212
,фильм ужасов,Тайланд,2008,1.3391666666666666,Сопон Сакдерпайсайт / Sopon Sukdapisit,,,,обычная,проверено,1.42,3220
"  :  ой вдовы / Detective K - Secret of Virtuous Widow (Ким Сук-юн / Kim Suk-Yoon) [2011, Южная Корея, детектив, комедия. исторический, HDRip] VO [@PD]  / Detective K - Secret of Virtuous Widow ( - / Kim Suk-Yoon) [2011,  , , . , HDRip] VO [@PD]","детектив, комедия. исторический",Южная Корея,2011,1.931388888888889,Ким Сук-юн / Kim Suk-Yoon,HDRip ,AVI,нет,обычная,проверено,2.18,3665
,драма,Япония,1961,1.5197222222222222,,DVDRip,AVI,,обычная,проверено,0.8162109375,582 
,"боевик, драма, криминал",Южная Корея,2023,2.3180555555555555,,WEB-DLRip-AVC,MKV,"английские (forced, full, SDH), русские, украинские",обычная,проверено,2.65,4331
" рис / Nasi Tangas / Nasi KangKang (Хасим Реджаб / Hashim Redjab) [2014, Малайзия, Ужасы, DVDRip] MVO / Nasi Tangas / Nasi KangKang (  / Hashim Redjab) [2014, , , DVDRip] MVO",,,,0,,,,,обычная,проверено,1.37,1100
,драма,Япония,1961,1.6480555555555556,Юдзо Кавасима / Yuzo Kawashima,HDRip,AVI,"английские, русские",обычная,проверено,1.47,140
"   2 /   2 /    2 /   2 / Shura-yuki-h  /  ) [1974, , , , DVDRip-AVC]",,,,0,,,,"русские (softsub (SSA/ASS) - перевод киноклуба ""Феникс"", проект ""Японская киноколлекция""",обычная,проверено,0.9498046875,1516
,,,,0,,,,"русские (softsub (SSA/ASS) - перевод киноклуба ""Феникс"", проект ""Японская киноколлекция""",обычная,проверено,1.4,4419
"  /    / A Better Tomorrow / Ying hung boon sik (  / John Woo) [1986, , , , , , DVDRip-AVC] MVO (Kravec) + Original + Sub (Rus, Eng)",,,,0,,,,,обычная,проверено,2.0,5672 
,"фантастика, драма, притча, комедия, боевик",Япония,2017,2.140833333333333,Киёси Куросава / Kiyoshi Kurosawa,HDRip-AVC,MKV,русские ,обычная,проверено,2.53,1238
,драма,Тайвань,1972,1.6594444444444443,Ли Син / Hsing Lee,,,английские,обычная,проверено,2.99,169
,"драма, исторический",Китай,2010,2.2680555555555557,Фэн Сяоган / Feng Xiaogang,HDRip-AVC,MKV,нет,обычная,проверено,2.28,3930
"-сер / Angel the Kickboxer (Годфри Хо / Godfrey Ho) [1993, Гонконг, боевые искусства, DVDRip] VO (Хоррор Мэйкер) + Sub Eng / Angel the Kickboxer (  / Godfrey Ho) [1993, ,  , DVDRip] VO ( ) + Sub Eng",боевые искусства,Гонконг,1993,1.5083333333333333,Годфри Хо / Godfrey Ho,DVDRip,AVI,"Английские, китайские (хардсаб)",обычная,сомнительно,1.42,738
,"приключения, боевик, фэнтези, мелодрама",Китай,2017,2.0475,Дерек Квок / Derek Kwok,,mkv,китайский/английский хардсаб,обычная,проверено,2.05,3094 
,"Боевик, фантастика, детектив",Южная Корея,2020,1.8075,Юн Джэ Гын / Jae-Keun Yoon,WEB-DLRip (исходник: ,AVI,русские (,обычная,проверено,1.61,3602 
,"драма, криминал",Южная Корея,2006,1.9522222222222223,Ли Джонбом / Lee Jeong-beom,DVDRip ,AVI,русские ,обычная,проверено,2.08,5787
